,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
3747,power-plant,noisyFCN,32,1e-09,0.0005,0.01,0.05,0.01
3748,kin8nm,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.01
3749,kin8nm,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.005
3750,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.0005,0.05,0.01,0.01
3751,kin8nm,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.001
3752,kin8nm,noisyFCN,32,1e-05,0.0001,0.01,0.001,0.01
3754,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.2
3755,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.1
3756,power-plant,noisyFCN,32,1e-09,0.0005,0.01,0.1,0.01
3757,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.05
3758,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.01
3759,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.005
3760,kin8nm,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.001
3761,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.2
3762,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.1
3763,power-plant,noisyFCN,32,1e-09,0.001,0.01,0.001,0.01
3764,kin8nm,noisyFCN,32,1e-05,0.0001,0.01,0.005,0.01
3765,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.05
3766,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.01
3767,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.005
3768,kin8nm,dropoutFCN,32,0.01,0.001,0.1,0.01,0.001
3769,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.2
3770,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.1
3771,power-plant,noisyFCN,32,1e-09,0.001,0.01,0.005,0.01
3772,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.05
3773,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.01
3774,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.005
3775,kin8nm,dropoutFCN,32,0.01,0.002,0.1,0.01,0.001
3776,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.2
3777,kin8nm,noisyFCN,32,1e-05,0.0001,0.01,0.01,0.01
3778,power-plant,noisyFCN,32,1e-09,0.001,0.01,0.01,0.01
3779,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.1
3780,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.05
3781,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.01
3782,power-plant,noisyFCN,32,1e-09,0.001,0.01,0.05,0.01
3783,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.005
3784,kin8nm,noisyFCN,32,1e-05,0.0001,0.01,0.05,0.01
3785,power-plant,noisyFCN,32,1e-09,0.001,0.01,0.1,0.01
3786,kin8nm,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.001
3787,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.2
3788,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.1
3789,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.05
3790,power-plant,noisyFCN,32,1e-09,0.002,0.01,0.001,0.01
3791,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.01
3792,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.005
3793,kin8nm,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.001
3794,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.2
3795,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.1
3796,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.05
3797,power-plant,noisyFCN,32,1e-09,0.002,0.01,0.005,0.01
3798,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.01
3799,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.005
3800,kin8nm,noisyFCN,32,1e-05,0.0001,0.01,0.1,0.01
3801,kin8nm,dropoutFCN,32,0.001,0.001,0.1,0.01,0.001
3802,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.2
3803,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.1
3804,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.05
3805,kin8nm,noisyFCN,32,1e-05,0.0005,0.01,0.001,0.01
3806,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.01
3807,power-plant,noisyFCN,32,1e-09,0.002,0.01,0.01,0.01
3808,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.005
3809,kin8nm,dropoutFCN,32,0.001,0.002,0.1,0.01,0.001
3810,kin8nm,noisyFCN,32,1e-05,0.0005,0.01,0.005,0.01
3811,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.2
3812,kin8nm,noisyFCN,32,1e-05,0.0005,0.01,0.01,0.01
3813,power-plant,noisyFCN,32,1e-09,0.002,0.01,0.05,0.01
3814,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.0005,0.1,0.01,0.01
3815,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.1
3816,kin8nm,noisyFCN,32,1e-05,0.0005,0.01,0.05,0.01
3817,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.05
3818,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.01
3819,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.005
3820,kin8nm,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.001
3821,power-plant,noisyFCN,32,1e-09,0.002,0.01,0.1,0.01
3822,kin8nm,noisyFCN,32,1e-05,0.0005,0.01,0.1,0.01
3823,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.2
3824,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.1
3825,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.05
3826,power-plant,fixnoiseFCN,32,0.1,0.0001,0.001,0.1,0.01
3827,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.01
3828,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.005
3829,kin8nm,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.001
3830,kin8nm,noisyFCN,32,1e-05,0.001,0.01,0.001,0.01
3831,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.2
3832,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.1
3833,power-plant,fixnoiseFCN,32,0.1,0.0001,0.005,0.1,0.01
3834,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.05
3835,kin8nm,noisyFCN,32,1e-05,0.001,0.01,0.005,0.01
3836,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.01
3837,power-plant,fixnoiseFCN,32,0.1,0.0001,0.01,0.1,0.01
3838,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.005
3839,kin8nm,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.001
3840,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.2
3841,power-plant,fixnoiseFCN,32,0.1,0.0001,0.05,0.1,0.01
3842,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.1
3843,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.05
3844,power-plant,fixnoiseFCN,32,0.1,0.0001,0.1,0.1,0.01
3845,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.01
3846,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.005
3847,kin8nm,noisyFCN,32,1e-05,0.001,0.01,0.01,0.01
3848,kin8nm,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.001
3849,power-plant,fixnoiseFCN,32,0.1,0.0005,0.001,0.1,0.01
3850,power-plant,fixnoiseFCN,32,0.1,0.0005,0.005,0.1,0.01
3851,kin8nm,noisyFCN,32,1e-05,0.001,0.01,0.05,0.01
3852,power-plant,fixnoiseFCN,32,0.1,0.0005,0.01,0.1,0.01
3853,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.2
3854,kin8nm,noisyFCN,32,1e-05,0.001,0.01,0.1,0.01
3855,power-plant,fixnoiseFCN,32,0.1,0.0005,0.05,0.1,0.01
3856,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.1
3857,power-plant,fixnoiseFCN,32,0.1,0.0005,0.1,0.1,0.01
3858,kin8nm,noisyFCN,32,1e-05,0.002,0.01,0.001,0.01
3859,power-plant,fixnoiseFCN,32,0.1,0.001,0.001,0.1,0.01
3860,kin8nm,noisyFCN,32,1e-05,0.002,0.01,0.005,0.01
3861,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.05
3862,power-plant,fixnoiseFCN,32,0.1,0.001,0.005,0.1,0.01
3863,power-plant,fixnoiseFCN,32,0.1,0.001,0.01,0.1,0.01
3864,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.01
3865,kin8nm,noisyFCN,32,1e-05,0.002,0.01,0.01,0.01
3866,power-plant,fixnoiseFCN,32,0.1,0.001,0.05,0.1,0.01
3867,power-plant,fixnoiseFCN,32,0.1,0.001,0.1,0.1,0.01
3868,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.005
3869,kin8nm,noisyFCN,32,1e-05,0.002,0.01,0.05,0.01
3870,power-plant,fixnoiseFCN,32,0.1,0.002,0.001,0.1,0.01
3871,power-plant,fixnoiseFCN,32,0.1,0.002,0.005,0.1,0.01
3872,kin8nm,noisyFCN,32,1e-05,0.002,0.01,0.1,0.01
3873,kin8nm,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.001
3874,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.2
3875,power-plant,fixnoiseFCN,32,0.1,0.002,0.01,0.1,0.01
3876,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.1
3878,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.05
3879,power-plant,fixnoiseFCN,32,0.1,0.002,0.05,0.1,0.01
3880,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.01
3881,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.005
3882,kin8nm,dropoutFCN,32,1e-05,0.0005,0.1,0.01,0.001
3883,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.2
3884,power-plant,fixnoiseFCN,32,0.1,0.002,0.1,0.1,0.01
3885,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.1
3886,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.05
3887,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.01
3888,kin8nm,noisyFCN,32,1e-09,0.0001,0.01,0.001,0.01
3889,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.005
3890,kin8nm,dropoutFCN,32,1e-05,0.001,0.1,0.01,0.001
3891,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.2
3892,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.1
3893,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.05
3894,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.01
3895,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.005
3896,kin8nm,dropoutFCN,32,1e-05,0.002,0.1,0.01,0.001
3897,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.2
3898,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.001,0.001,0.01,0.01
3899,kin8nm,noisyFCN,32,1e-09,0.0001,0.01,0.005,0.01
3900,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.1
3901,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.05
3902,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.01
3903,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.005
3904,kin8nm,noisyFCN,32,1e-09,0.0001,0.01,0.01,0.01
3905,kin8nm,dropoutFCN,32,1e-09,0.0001,0.1,0.01,0.001
3906,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.2
3907,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.1
3908,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.05
3909,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.01
3910,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.005
3911,power-plant,fixnoiseFCN,32,0.01,0.0001,0.001,0.1,0.01
3912,kin8nm,dropoutFCN,32,1e-09,0.0005,0.1,0.01,0.001
3913,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.2
3914,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.1
3915,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.05
3916,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.01
3917,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.005
3918,kin8nm,dropoutFCN,32,1e-09,0.001,0.1,0.01,0.001
3919,kin8nm,noisyFCN,32,1e-09,0.0001,0.01,0.05,0.01
3920,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.2
3921,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.1
3922,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.05
3923,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.01
3924,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.005
3925,kin8nm,dropoutFCN,32,1e-09,0.002,0.1,0.01,0.001
3926,kin8nm,noisyFCN,32,1e-09,0.0001,0.01,0.1,0.01
3927,power-plant,fixnoiseFCN,32,0.01,0.0001,0.005,0.1,0.01
3928,power-plant,fixnoiseFCN,32,0.01,0.0001,0.01,0.1,0.01
3929,kin8nm,noisyFCN,32,1e-09,0.0005,0.01,0.001,0.01
3930,kin8nm,noisyFCN,32,1e-09,0.0005,0.01,0.005,0.01
3932,kin8nm,noisyFCN,32,1e-09,0.0005,0.01,0.01,0.01
3933,power-plant,fixnoiseFCN,32,0.01,0.0001,0.05,0.1,0.01
3934,kin8nm,noisyFCN,32,1e-09,0.0005,0.01,0.05,0.01
3935,kin8nm,noisyFCN,32,1e-09,0.0005,0.01,0.1,0.01
3936,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.001,0.005,0.01,0.01
3937,kin8nm,noisyFCN,32,1e-09,0.001,0.01,0.001,0.01
3938,power-plant,fixnoiseFCN,32,0.01,0.0001,0.1,0.1,0.01
3939,kin8nm,noisyFCN,32,1e-09,0.001,0.01,0.005,0.01
3940,kin8nm,noisyFCN,32,1e-09,0.001,0.01,0.01,0.01
3941,kin8nm,noisyFCN,32,1e-09,0.001,0.01,0.05,0.01
3942,kin8nm,noisyFCN,32,1e-09,0.001,0.01,0.1,0.01
3943,power-plant,fixnoiseFCN,32,0.01,0.0005,0.001,0.1,0.01
3944,kin8nm,noisyFCN,32,1e-09,0.002,0.01,0.001,0.01
3945,kin8nm,noisyFCN,32,1e-09,0.002,0.01,0.005,0.01
3946,kin8nm,noisyFCN,32,1e-09,0.002,0.01,0.01,0.01
3947,kin8nm,noisyFCN,32,1e-09,0.002,0.01,0.05,0.01
3948,kin8nm,noisyFCN,32,1e-09,0.002,0.01,0.1,0.01
3949,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.001,0.01,0.01,0.01
3950,power-plant,fixnoiseFCN,32,0.01,0.0005,0.005,0.1,0.01
3951,power-plant,fixnoiseFCN,32,0.01,0.0005,0.01,0.1,0.01
3952,power-plant,fixnoiseFCN,32,0.01,0.0005,0.05,0.1,0.01
3954,power-plant,fixnoiseFCN,32,0.01,0.0005,0.1,0.1,0.01
3955,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.001,0.05,0.01,0.01
3956,power-plant,fixnoiseFCN,32,0.01,0.001,0.001,0.1,0.01
3957,power-plant,fixnoiseFCN,32,0.01,0.001,0.005,0.1,0.01
3959,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.001,0.1,0.01,0.01
3960,power-plant,fixnoiseFCN,32,0.01,0.001,0.01,0.1,0.01
3961,power-plant,fixnoiseFCN,32,0.01,0.001,0.05,0.1,0.01
3962,power-plant,fixnoiseFCN,32,0.01,0.001,0.1,0.1,0.01
3963,power-plant,fixnoiseFCN,32,0.01,0.002,0.001,0.1,0.01
3965,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.002,0.001,0.01,0.01
3966,power-plant,fixnoiseFCN,32,0.01,0.002,0.005,0.1,0.01
3967,power-plant,fixnoiseFCN,32,0.01,0.002,0.01,0.1,0.01
3968,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.002,0.005,0.01,0.01
3969,power-plant,fixnoiseFCN,32,0.01,0.002,0.05,0.1,0.01
3970,power-plant,fixnoiseFCN,32,0.01,0.002,0.1,0.1,0.01
3971,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.002,0.01,0.01,0.01
3973,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.002,0.05,0.01,0.01
3974,protein-tertiary-structure,fixnoiseFCN,32,0.1,0.002,0.1,0.01,0.01
3976,power-plant,fixnoiseFCN,32,0.001,0.0001,0.001,0.1,0.01
3978,power-plant,fixnoiseFCN,32,0.001,0.0001,0.005,0.1,0.01
3980,power-plant,fixnoiseFCN,32,0.001,0.0001,0.01,0.1,0.01
3981,power-plant,fixnoiseFCN,32,0.001,0.0001,0.05,0.1,0.01
3983,power-plant,fixnoiseFCN,32,0.001,0.0001,0.1,0.1,0.01
3984,power-plant,fixnoiseFCN,32,0.001,0.0005,0.001,0.1,0.01
3986,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0001,0.001,0.01,0.01
3987,power-plant,fixnoiseFCN,32,0.001,0.0005,0.005,0.1,0.01
3989,power-plant,fixnoiseFCN,32,0.001,0.0005,0.01,0.1,0.01
3991,power-plant,fixnoiseFCN,32,0.001,0.0005,0.05,0.1,0.01
3992,power-plant,fixnoiseFCN,32,0.001,0.0005,0.1,0.1,0.01
3993,power-plant,fixnoiseFCN,32,0.001,0.001,0.001,0.1,0.01
3994,power-plant,fixnoiseFCN,32,0.001,0.001,0.005,0.1,0.01
3995,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0001,0.005,0.01,0.01
3996,power-plant,fixnoiseFCN,32,0.001,0.001,0.01,0.1,0.01
3997,power-plant,fixnoiseFCN,32,0.001,0.001,0.05,0.1,0.01
3998,power-plant,fixnoiseFCN,32,0.001,0.001,0.1,0.1,0.01
3999,power-plant,fixnoiseFCN,32,0.001,0.002,0.001,0.1,0.01
4000,power-plant,fixnoiseFCN,32,0.001,0.002,0.005,0.1,0.01
4001,power-plant,fixnoiseFCN,32,0.001,0.002,0.01,0.1,0.01
4002,power-plant,fixnoiseFCN,32,0.001,0.002,0.05,0.1,0.01
4003,power-plant,fixnoiseFCN,32,0.001,0.002,0.1,0.1,0.01
4004,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.001,0.1,0.01
4005,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
4006,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.005,0.1,0.01
4007,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.01,0.1,0.01
4008,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.05,0.1,0.01
4009,power-plant,fixnoiseFCN,32,0.0001,0.0001,0.1,0.1,0.01
4010,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0001,0.05,0.01,0.01
4012,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.001,0.1,0.01
4013,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.005,0.1,0.01
4014,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.01,0.1,0.01
4015,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.05,0.1,0.01
4016,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
4017,power-plant,fixnoiseFCN,32,0.0001,0.0005,0.1,0.1,0.01
4018,power-plant,fixnoiseFCN,32,0.0001,0.001,0.001,0.1,0.01
4019,power-plant,fixnoiseFCN,32,0.0001,0.001,0.005,0.1,0.01
4021,power-plant,fixnoiseFCN,32,0.0001,0.001,0.01,0.1,0.01
4022,power-plant,fixnoiseFCN,32,0.0001,0.001,0.05,0.1,0.01
4023,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
4024,power-plant,fixnoiseFCN,32,0.0001,0.001,0.1,0.1,0.01
4025,power-plant,fixnoiseFCN,32,0.0001,0.002,0.001,0.1,0.01
4026,power-plant,fixnoiseFCN,32,0.0001,0.002,0.005,0.1,0.01
4027,power-plant,fixnoiseFCN,32,0.0001,0.002,0.01,0.1,0.01
4028,power-plant,fixnoiseFCN,32,0.0001,0.002,0.05,0.1,0.01
4029,power-plant,fixnoiseFCN,32,0.0001,0.002,0.1,0.1,0.01
4030,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
4031,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.001,0.1,0.01
4032,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.005,0.1,0.01
4033,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
4034,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.01,0.1,0.01
4035,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.05,0.1,0.01
4036,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0005,0.05,0.01,0.01
4038,power-plant,fixnoiseFCN,32,1e-05,0.0001,0.1,0.1,0.01
4039,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.001,0.1,0.01
4040,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.0005,0.1,0.01,0.01
4041,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.005,0.1,0.01
4042,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.01,0.1,0.01
4044,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.05,0.1,0.01
4045,power-plant,fixnoiseFCN,32,1e-05,0.0005,0.1,0.1,0.01
4046,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.001,0.001,0.01,0.01
4047,power-plant,fixnoiseFCN,32,1e-05,0.001,0.001,0.1,0.01
4048,power-plant,fixnoiseFCN,32,1e-05,0.001,0.005,0.1,0.01
4050,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.001,0.005,0.01,0.01
4051,power-plant,fixnoiseFCN,32,1e-05,0.001,0.01,0.1,0.01
4052,power-plant,fixnoiseFCN,32,1e-05,0.001,0.05,0.1,0.01
4053,power-plant,fixnoiseFCN,32,1e-05,0.001,0.1,0.1,0.01
4054,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.001,0.01,0.01,0.01
4055,power-plant,fixnoiseFCN,32,1e-05,0.002,0.001,0.1,0.01
4056,power-plant,fixnoiseFCN,32,1e-05,0.002,0.005,0.1,0.01
4057,power-plant,fixnoiseFCN,32,1e-05,0.002,0.01,0.1,0.01
4058,power-plant,fixnoiseFCN,32,1e-05,0.002,0.05,0.1,0.01
4059,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.001,0.05,0.01,0.01
4060,power-plant,fixnoiseFCN,32,1e-05,0.002,0.1,0.1,0.01
4062,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.001,0.1,0.01,0.01
4063,power-plant,fixnoiseFCN,32,1e-09,0.0001,0.001,0.1,0.01
4064,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.002,0.001,0.01,0.01
4065,power-plant,fixnoiseFCN,32,1e-09,0.0001,0.005,0.1,0.01
4067,power-plant,fixnoiseFCN,32,1e-09,0.0001,0.01,0.1,0.01
4068,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.002,0.005,0.01,0.01
4069,power-plant,fixnoiseFCN,32,1e-09,0.0001,0.05,0.1,0.01
4071,power-plant,fixnoiseFCN,32,1e-09,0.0001,0.1,0.1,0.01
4072,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.002,0.01,0.01,0.01
4073,power-plant,fixnoiseFCN,32,1e-09,0.0005,0.001,0.1,0.01
4075,power-plant,fixnoiseFCN,32,1e-09,0.0005,0.005,0.1,0.01
4076,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.002,0.05,0.01,0.01
4077,power-plant,fixnoiseFCN,32,1e-09,0.0005,0.01,0.1,0.01
4079,power-plant,fixnoiseFCN,32,1e-09,0.0005,0.05,0.1,0.01
4080,power-plant,fixnoiseFCN,32,1e-09,0.0005,0.1,0.1,0.01
4081,protein-tertiary-structure,fixnoiseFCN,32,0.01,0.002,0.1,0.01,0.01
4082,power-plant,fixnoiseFCN,32,1e-09,0.001,0.001,0.1,0.01
4084,power-plant,fixnoiseFCN,32,1e-09,0.001,0.005,0.1,0.01
4085,power-plant,fixnoiseFCN,32,1e-09,0.001,0.01,0.1,0.01
4086,power-plant,fixnoiseFCN,32,1e-09,0.001,0.05,0.1,0.01
4087,power-plant,fixnoiseFCN,32,1e-09,0.001,0.1,0.1,0.01
4088,power-plant,fixnoiseFCN,32,1e-09,0.002,0.001,0.1,0.01
4090,power-plant,fixnoiseFCN,32,1e-09,0.002,0.005,0.1,0.01
4091,power-plant,fixnoiseFCN,32,1e-09,0.002,0.01,0.1,0.01
4093,power-plant,fixnoiseFCN,32,1e-09,0.002,0.05,0.1,0.01
4094,power-plant,fixnoiseFCN,32,1e-09,0.002,0.1,0.1,0.01
4095,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.2
4096,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.1
4097,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.05
4098,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.01
4099,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.005
4100,power-plant,dropoutFCN,32,0.1,0.0001,0.1,0.1,0.001
4101,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.2
4102,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.1
4103,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.05
4104,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.01
4105,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.005
4106,power-plant,dropoutFCN,32,0.1,0.0005,0.1,0.1,0.001
4107,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.2
4108,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.1
4109,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.05
4110,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.01
4111,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.005
4112,power-plant,dropoutFCN,32,0.1,0.001,0.1,0.1,0.001
4113,power-plant,dropoutFCN,32,0.1,0.002,0.1,0.1,0.2
4114,power-plant,dropoutFCN,32,0.1,0.002,0.1,0.1,0.1
4115,power-plant,dropoutFCN,32,0.1,0.002,0.1,0.1,0.05
