,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
1094,energy,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
1095,yacht,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.005
1096,energy,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.1
1097,bostonHousing,fixnoiseFCN,32,1e-05,0.001,0.1,0.01,0.01
1098,yacht,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.001
1099,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.2
1100,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.1
1101,bostonHousing,fixnoiseFCN,32,1e-05,0.002,0.001,0.01,0.01
1102,wine-quality-red,fixnoiseFCN,32,0.1,0.002,0.005,0.01,0.01
1103,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.05
1104,power-plant,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.05
1105,bostonHousing,noisyFCN,32,0.0001,0.0001,0.01,0.005,0.01
1106,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.01
1107,energy,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.05
1108,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.005
1109,yacht,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.001
1110,bostonHousing,fixnoiseFCN,32,1e-05,0.002,0.005,0.01,0.01
1112,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.2
1113,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.1
1114,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.05
1115,bostonHousing,fixnoiseFCN,32,1e-05,0.002,0.01,0.01,0.01
1116,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.01
1117,energy,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.01
1118,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.005
1119,yacht,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.001
1120,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.2
1121,bostonHousing,fixnoiseFCN,32,1e-05,0.002,0.05,0.01,0.01
1122,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.1
1123,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.05
1124,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.01
1125,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.005
1126,yacht,dropoutFCN,32,1e-05,0.002,0.01,0.01,0.001
1127,energy,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.005
1128,power-plant,noisyFCN,32,0.1,0.0001,0.01,0.01,0.01
1129,bostonHousing,fixnoiseFCN,32,1e-05,0.002,0.1,0.01,0.01
1130,wine-quality-red,fixnoiseFCN,32,0.1,0.002,0.01,0.01,0.01
1131,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.2
1132,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.1
1133,energy,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.001
1134,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.05
1135,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.2
1136,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.01
1137,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.1
1138,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.05
1139,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.005
1141,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.01
1142,bostonHousing,noisyFCN,32,0.0001,0.0001,0.01,0.01,0.01
1143,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.005
1144,yacht,dropoutFCN,32,1e-09,0.0001,0.01,0.01,0.001
1145,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.2
1146,power-plant,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
1147,energy,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.001
1148,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.1
1149,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.05
1150,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.01
1151,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.005
1152,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.2
1153,yacht,dropoutFCN,32,1e-09,0.0005,0.01,0.01,0.001
1154,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.2
1155,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.1
1156,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.1
1157,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.05
1158,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.05
1159,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.01
1160,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.005
1161,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.01
1162,bostonHousing,noisyFCN,32,0.0001,0.0001,0.01,0.05,0.01
1163,yacht,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.001
1164,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.005
1165,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.2
1166,wine-quality-red,fixnoiseFCN,32,0.1,0.002,0.05,0.01,0.01
1167,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.1
1168,power-plant,noisyFCN,32,0.1,0.0001,0.01,0.05,0.01
1169,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.05
1170,energy,dropoutFCN,32,1e-09,0.001,0.01,0.01,0.001
1171,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.01
1172,energy,fixnoiseFCN,32,0.01,0.0001,0.05,0.01,0.01
1173,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.005
1174,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.2
1175,yacht,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.001
1176,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.1
1177,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.05
1178,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.01
1179,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.005
1180,energy,dropoutFCN,32,1e-09,0.002,0.01,0.01,0.001
1181,bostonHousing,fixnoiseFCN,32,1e-09,0.0001,0.001,0.01,0.01
1183,bostonHousing,noisyFCN,32,0.0001,0.0001,0.01,0.1,0.01
1184,wine-quality-red,fixnoiseFCN,32,0.1,0.002,0.1,0.01,0.01
1185,bostonHousing,noisyFCN,32,0.0001,0.0005,0.01,0.001,0.01
1186,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.2
1187,bostonHousing,fixnoiseFCN,32,1e-09,0.0001,0.005,0.01,0.01
1188,bostonHousing,noisyFCN,32,0.0001,0.0005,0.01,0.005,0.01
1189,power-plant,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
1190,bostonHousing,noisyFCN,32,0.0001,0.0005,0.01,0.01,0.01
1191,power-plant,noisyFCN,32,0.1,0.0001,0.01,0.1,0.01
1193,wine-quality-red,fixnoiseFCN,32,0.01,0.0001,0.001,0.01,0.01
1194,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.1
1195,bostonHousing,noisyFCN,32,0.0001,0.0005,0.01,0.05,0.01
1196,energy,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
1197,bostonHousing,fixnoiseFCN,32,1e-09,0.0001,0.01,0.01,0.01
1198,bostonHousing,noisyFCN,32,0.0001,0.0005,0.01,0.1,0.01
1199,power-plant,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
1200,bostonHousing,noisyFCN,32,0.0001,0.001,0.01,0.001,0.01
1201,wine-quality-red,fixnoiseFCN,32,0.01,0.0001,0.005,0.01,0.01
1202,bostonHousing,noisyFCN,32,0.0001,0.001,0.01,0.005,0.01
1203,bostonHousing,fixnoiseFCN,32,1e-09,0.0001,0.05,0.01,0.01
1204,bostonHousing,noisyFCN,32,0.0001,0.001,0.01,0.01,0.01
1205,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.05
1206,power-plant,noisyFCN,32,0.1,0.0005,0.01,0.001,0.01
1207,bostonHousing,noisyFCN,32,0.0001,0.001,0.01,0.05,0.01
1208,bostonHousing,noisyFCN,32,0.0001,0.001,0.01,0.1,0.01
1209,bostonHousing,noisyFCN,32,0.0001,0.002,0.01,0.001,0.01
1210,wine-quality-red,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
1211,power-plant,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.001
1212,bostonHousing,fixnoiseFCN,32,1e-09,0.0001,0.1,0.01,0.01
1213,bostonHousing,noisyFCN,32,0.0001,0.002,0.01,0.005,0.01
1214,bostonHousing,noisyFCN,32,0.0001,0.002,0.01,0.01,0.01
1215,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.2
1216,bostonHousing,fixnoiseFCN,32,1e-09,0.0005,0.001,0.01,0.01
1217,bostonHousing,noisyFCN,32,0.0001,0.002,0.01,0.05,0.01
1218,wine-quality-red,fixnoiseFCN,32,0.01,0.0001,0.05,0.01,0.01
1219,power-plant,noisyFCN,32,0.1,0.0005,0.01,0.005,0.01
1220,bostonHousing,fixnoiseFCN,32,1e-09,0.0005,0.005,0.01,0.01
1221,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.01
1222,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.1
1223,bostonHousing,noisyFCN,32,0.0001,0.002,0.01,0.1,0.01
1224,bostonHousing,fixnoiseFCN,32,1e-09,0.0005,0.01,0.01,0.01
1225,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.05
1227,wine-quality-red,fixnoiseFCN,32,0.01,0.0001,0.1,0.01,0.01
1228,bostonHousing,fixnoiseFCN,32,1e-09,0.0005,0.05,0.01,0.01
1229,wine-quality-red,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
1230,energy,fixnoiseFCN,32,0.01,0.0005,0.001,0.01,0.01
1231,bostonHousing,fixnoiseFCN,32,1e-09,0.0005,0.1,0.01,0.01
1232,power-plant,noisyFCN,32,0.1,0.0005,0.01,0.01,0.01
1233,bostonHousing,fixnoiseFCN,32,1e-09,0.001,0.001,0.01,0.01
1234,wine-quality-red,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
1235,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.01
1236,bostonHousing,fixnoiseFCN,32,1e-09,0.001,0.005,0.01,0.01
1237,wine-quality-red,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
1238,bostonHousing,fixnoiseFCN,32,1e-09,0.001,0.01,0.01,0.01
1240,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.005
1241,wine-quality-red,fixnoiseFCN,32,0.01,0.0005,0.05,0.01,0.01
1242,bostonHousing,fixnoiseFCN,32,1e-09,0.001,0.05,0.01,0.01
1243,bostonHousing,noisyFCN,32,1e-05,0.0001,0.01,0.001,0.01
1244,bostonHousing,fixnoiseFCN,32,1e-09,0.001,0.1,0.01,0.01
1245,wine-quality-red,fixnoiseFCN,32,0.01,0.0005,0.1,0.01,0.01
1246,energy,fixnoiseFCN,32,0.01,0.0005,0.005,0.01,0.01
1247,bostonHousing,fixnoiseFCN,32,1e-09,0.002,0.001,0.01,0.01
1248,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.005
1249,power-plant,noisyFCN,32,0.1,0.0005,0.01,0.05,0.01
1250,wine-quality-red,fixnoiseFCN,32,0.01,0.001,0.001,0.01,0.01
1251,bostonHousing,fixnoiseFCN,32,1e-09,0.002,0.005,0.01,0.01
1252,bostonHousing,fixnoiseFCN,32,1e-09,0.002,0.01,0.01,0.01
1253,wine-quality-red,fixnoiseFCN,32,0.01,0.001,0.005,0.01,0.01
1254,bostonHousing,noisyFCN,32,1e-05,0.0001,0.01,0.005,0.01
1255,wine-quality-red,fixnoiseFCN,32,0.01,0.001,0.01,0.01,0.01
1256,bostonHousing,fixnoiseFCN,32,1e-09,0.002,0.05,0.01,0.01
1257,power-plant,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.001
1258,bostonHousing,fixnoiseFCN,32,1e-09,0.002,0.1,0.01,0.01
1259,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.2
1260,wine-quality-red,fixnoiseFCN,32,0.01,0.001,0.05,0.01,0.01
1261,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.2
1262,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.1
1263,wine-quality-red,fixnoiseFCN,32,0.01,0.001,0.1,0.01,0.01
1264,power-plant,noisyFCN,32,0.1,0.0005,0.01,0.1,0.01
1265,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.05
1266,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.1
1267,kin8nm,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.001
1268,energy,fixnoiseFCN,32,0.01,0.0005,0.01,0.01,0.01
1269,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.01
1270,wine-quality-red,fixnoiseFCN,32,0.01,0.002,0.001,0.01,0.01
1271,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.2
1272,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.005
1273,wine-quality-red,fixnoiseFCN,32,0.01,0.002,0.005,0.01,0.01
1274,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.05
1275,bostonHousing,dropoutFCN,32,0.1,0.0001,0.1,0.01,0.001
1276,wine-quality-red,fixnoiseFCN,32,0.01,0.002,0.01,0.01,0.01
1277,bostonHousing,noisyFCN,32,1e-05,0.0001,0.01,0.01,0.01
1278,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.2
1279,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.1
1280,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.05
1281,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.1
1282,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.01
1283,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.005
1284,wine-quality-red,fixnoiseFCN,32,0.01,0.002,0.05,0.01,0.01
1285,bostonHousing,dropoutFCN,32,0.1,0.0005,0.1,0.01,0.001
1286,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.01
1287,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.2
1288,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.1
1289,power-plant,noisyFCN,32,0.1,0.001,0.01,0.001,0.01
1290,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.05
1291,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.05
1292,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.01
1293,wine-quality-red,fixnoiseFCN,32,0.01,0.002,0.1,0.01,0.01
1294,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.005
1295,energy,fixnoiseFCN,32,0.01,0.0005,0.05,0.01,0.01
1296,bostonHousing,dropoutFCN,32,0.1,0.001,0.1,0.01,0.001
1297,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.2
1298,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.1
1299,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.05
1300,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.01
1301,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.005
1302,bostonHousing,dropoutFCN,32,0.1,0.002,0.1,0.01,0.001
1303,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.2
1304,wine-quality-red,fixnoiseFCN,32,0.001,0.0001,0.001,0.01,0.01
1305,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.1
1306,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.005
1307,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.05
1308,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.01
1309,energy,fixnoiseFCN,32,0.01,0.0005,0.1,0.01,0.01
1310,bostonHousing,noisyFCN,32,1e-05,0.0001,0.01,0.05,0.01
1311,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.01
1312,wine-quality-red,fixnoiseFCN,32,0.001,0.0001,0.005,0.01,0.01
1313,power-plant,noisyFCN,32,0.1,0.001,0.01,0.005,0.01
1314,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.005
1315,power-plant,dropoutFCN,32,0.001,0.001,0.01,0.01,0.001
1316,bostonHousing,dropoutFCN,32,0.01,0.0001,0.1,0.01,0.001
1317,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.2
1318,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.1
1319,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.005
1320,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.05
1321,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.2
1322,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.01
1323,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.005
1324,wine-quality-red,fixnoiseFCN,32,0.001,0.0001,0.01,0.01,0.01
1325,bostonHousing,dropoutFCN,32,0.01,0.0005,0.1,0.01,0.001
1326,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.2
1327,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.1
1328,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.05
1329,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.1
1330,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.01
1331,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.005
1332,bostonHousing,dropoutFCN,32,0.01,0.001,0.1,0.01,0.001
1333,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.2
1334,kin8nm,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.001
1335,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.1
1336,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.05
1337,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.05
1338,energy,fixnoiseFCN,32,0.01,0.001,0.001,0.01,0.01
1339,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.01
1340,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.005
1341,wine-quality-red,fixnoiseFCN,32,0.001,0.0001,0.05,0.01,0.01
1342,bostonHousing,dropoutFCN,32,0.01,0.002,0.1,0.01,0.001
1343,power-plant,noisyFCN,32,0.1,0.001,0.01,0.01,0.01
1344,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.2
1345,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.2
1346,bostonHousing,noisyFCN,32,1e-05,0.0001,0.01,0.1,0.01
1347,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.01
1348,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.1
1349,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.1
1350,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.05
1351,wine-quality-red,fixnoiseFCN,32,0.001,0.0001,0.1,0.01,0.01
1352,bostonHousing,noisyFCN,32,1e-05,0.0005,0.01,0.001,0.01
1353,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.01
1354,energy,fixnoiseFCN,32,0.01,0.001,0.005,0.01,0.01
1355,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.05
1356,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.005
1357,bostonHousing,noisyFCN,32,1e-05,0.0005,0.01,0.005,0.01
1358,wine-quality-red,fixnoiseFCN,32,0.001,0.0005,0.001,0.01,0.01
1359,bostonHousing,dropoutFCN,32,0.001,0.0001,0.1,0.01,0.001
1360,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.005
1361,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.2
1362,wine-quality-red,fixnoiseFCN,32,0.001,0.0005,0.005,0.01,0.01
1363,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.1
1364,power-plant,noisyFCN,32,0.1,0.001,0.01,0.05,0.01
1365,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.01
1366,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.05
1367,bostonHousing,noisyFCN,32,1e-05,0.0005,0.01,0.01,0.01
1368,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.01
1369,wine-quality-red,fixnoiseFCN,32,0.001,0.0005,0.01,0.01,0.01
1370,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.005
1371,power-plant,dropoutFCN,32,0.001,0.002,0.01,0.01,0.001
1372,bostonHousing,dropoutFCN,32,0.001,0.0005,0.1,0.01,0.001
1373,energy,fixnoiseFCN,32,0.01,0.001,0.01,0.01,0.01
1374,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.2
1375,wine-quality-red,fixnoiseFCN,32,0.001,0.0005,0.05,0.01,0.01
1376,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.1
1377,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.005
1378,bostonHousing,noisyFCN,32,1e-05,0.0005,0.01,0.05,0.01
1379,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.05
1380,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.01
1381,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.005
1382,bostonHousing,dropoutFCN,32,0.001,0.001,0.1,0.01,0.001
1383,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.2
1384,wine-quality-red,fixnoiseFCN,32,0.001,0.0005,0.1,0.01,0.01
1385,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.1
1386,bostonHousing,noisyFCN,32,1e-05,0.0005,0.01,0.1,0.01
1387,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.05
1388,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.01
1389,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.005
1390,bostonHousing,dropoutFCN,32,0.001,0.002,0.1,0.01,0.001
1391,bostonHousing,noisyFCN,32,1e-05,0.001,0.01,0.001,0.01
1392,wine-quality-red,fixnoiseFCN,32,0.001,0.001,0.001,0.01,0.01
1393,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.2
1394,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.1
1395,bostonHousing,noisyFCN,32,1e-05,0.001,0.01,0.005,0.01
1396,power-plant,noisyFCN,32,0.1,0.001,0.01,0.1,0.01
1397,wine-quality-red,fixnoiseFCN,32,0.001,0.001,0.005,0.01,0.01
1398,energy,fixnoiseFCN,32,0.01,0.001,0.05,0.01,0.01
1399,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.05
1400,bostonHousing,noisyFCN,32,1e-05,0.001,0.01,0.01,0.01
1401,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.2
1402,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.01
1403,wine-quality-red,fixnoiseFCN,32,0.001,0.001,0.01,0.01,0.01
1404,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.005
1405,bostonHousing,noisyFCN,32,1e-05,0.001,0.01,0.05,0.01
1406,wine-quality-red,fixnoiseFCN,32,0.001,0.001,0.05,0.01,0.01
1407,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.1,0.01,0.001
1408,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.2
1409,bostonHousing,noisyFCN,32,1e-05,0.001,0.01,0.1,0.01
1410,kin8nm,dropoutFCN,32,0.1,0.001,0.01,0.01,0.001
1411,energy,fixnoiseFCN,32,0.01,0.001,0.1,0.01,0.01
1412,wine-quality-red,fixnoiseFCN,32,0.001,0.001,0.1,0.01,0.01
1413,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.1
1414,bostonHousing,noisyFCN,32,1e-05,0.002,0.01,0.001,0.01
1415,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.05
1416,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.01
1417,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.005
1418,wine-quality-red,fixnoiseFCN,32,0.001,0.002,0.001,0.01,0.01
1419,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.2
1420,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.1,0.01,0.001
1421,bostonHousing,noisyFCN,32,1e-05,0.002,0.01,0.005,0.01
1422,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.2
1423,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.1
1424,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.05
1425,wine-quality-red,fixnoiseFCN,32,0.001,0.002,0.005,0.01,0.01
1426,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.01
1427,bostonHousing,noisyFCN,32,1e-05,0.002,0.01,0.01,0.01
1428,power-plant,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.1
1429,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.005
1430,bostonHousing,dropoutFCN,32,0.0001,0.001,0.1,0.01,0.001
1431,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.1
1432,bostonHousing,noisyFCN,32,1e-05,0.002,0.01,0.05,0.01
1433,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.2
1434,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.1
1435,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.05
1436,energy,fixnoiseFCN,32,0.01,0.002,0.001,0.01,0.01
1437,wine-quality-red,fixnoiseFCN,32,0.001,0.002,0.01,0.01,0.01
1438,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.01
1439,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.005
1440,bostonHousing,dropoutFCN,32,0.0001,0.002,0.1,0.01,0.001
1441,bostonHousing,noisyFCN,32,1e-05,0.002,0.01,0.1,0.01
1442,kin8nm,dropoutFCN,32,0.1,0.002,0.01,0.01,0.05
1443,wine-quality-red,fixnoiseFCN,32,0.001,0.002,0.05,0.01,0.01
1444,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.1,0.01,0.2
